URL,Search_Term,Pincode,Search_Query
https://www.google.com/maps/place/Sri+Ganapathy+Stores/data=!4m7!3m6!1s0x3a5265b17f89140d:0x897592cd570db1ee!8m2!3d13.1163991!4d80.231291!16s%2Fg%2F1vljdrtm!19sChIJDRSJf7FlUjoR7rENV82SdYk?authuser=0&hl=en&rclk=1,600011,Xerox and stationery 600011
